urn:ogc:def:parameter:x-istsos:1.0:time:iso8601,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity:relative,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:rainfall,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:wind:velocity,urn:ogc:def:parameter:x-istsos:1.0:meteo:solar:radiation
2015-04-08T13:00:00.000000+0100,31.700000,0.000000,6.000000,0.000000,700.000000
2015-04-08T14:00:00.000000+0100,33.500000,0.000000,7.000000,0.000000,563.000000
2015-04-08T15:00:00.000000+0100,36.500000,0.000000,7.000000,1.000000,409.000000
2015-04-08T16:00:00.000000+0100,36.700000,0.000000,6.000000,1.000000,255.000000
2015-04-08T17:00:00.000000+0100,45.900000,0.000000,5.000000,2.000000,66.000000
2015-04-08T18:00:00.000000+0100,56.500000,0.000000,3.000000,2.000000,2.000000
2015-04-08T19:00:00.000000+0100,57.000000,0.000000,2.000000,2.000000,0.000000
2015-04-08T20:00:00.000000+0100,59.300000,0.000000,1.000000,2.000000,0.000000
2015-04-08T21:00:00.000000+0100,61.400000,0.000000,1.000000,2.000000,0.000000
2015-04-08T22:00:00.000000+0100,64.500000,0.000000,0.000000,2.000000,0.000000
2015-04-08T23:00:00.000000+0100,64.500000,0.000000,0.000000,2.000000,0.000000
2015-04-09T00:00:00.000000+0100,70.900000,0.000000,0.000000,1.000000,0.000000
2015-04-09T01:00:00.000000+0100,75.400000,0.000000,-1.000000,1.000000,0.000000
2015-04-09T02:00:00.000000+0100,73.500000,0.000000,0.000000,2.000000,0.000000
2015-04-09T03:00:00.000000+0100,71.500000,0.000000,0.000000,3.000000,0.000000
2015-04-09T04:00:00.000000+0100,71.400000,0.000000,0.000000,3.000000,0.000000
2015-04-09T05:00:00.000000+0100,68.600000,0.000000,0.000000,3.000000,36.000000
2015-04-09T06:00:00.000000+0100,64.300000,0.000000,0.000000,2.000000,152.000000
2015-04-09T07:00:00.000000+0100,61.900000,0.000000,1.000000,3.000000,222.000000
2015-04-09T08:00:00.000000+0100,60.900000,0.000000,1.000000,4.000000,305.000000
2015-04-09T09:00:00.000000+0100,59.200000,0.000000,2.000000,4.000000,312.000000
2015-04-09T10:00:00.000000+0100,58.500000,0.000000,3.000000,4.000000,280.000000
2015-04-09T11:00:00.000000+0100,66.200000,0.000000,3.000000,4.000000,373.000000
2015-04-09T12:00:00.000000+0100,75.300000,0.000000,3.000000,4.000000,240.000000
2015-04-09T13:00:00.000000+0100,84.700000,0.200000,2.000000,3.000000,69.000000
2015-04-09T14:00:00.000000+0100,90.800000,0.400000,1.000000,3.000000,80.000000
